Title,Bank Name,Banking,Technology,Finance,Marketing,Analytics,Management,Cyber Security,Data Science,Assigned Cluster,Assigned Category
CCB - Private Client Banker * Fairfield| CT (Fairfield Center),JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
Software Engineer Java Lead - Margin and Collateral Technology Team,JP Morgan,23,58,23,21,14,8,7,25,technology,FinTech
Teller Part Time-Charleston| WV-Kanawha City,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Private Client Banker - US 41 & Bonita Beach| FL - licenses preferred,JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
Corporate - Model Risk Governance & Review – Central Challenger – Qualitative Model Review - Associate,JP Morgan,35,14,26,25,15,6,1,15,banking,Finance
Business Relationship Mgr III - Irving| Texas,JP Morgan,45,7,43,19,1,2,0,18,banking,Finance
CIB F&BM Americas Sales Investor Services Business Manager - Vice President,JP Morgan,39,7,35,15,4,1,1,7,banking,Finance
Wealth Management | U.S. Private Bank | Client Service Fraud Prevention Analyst,JP Morgan,36,19,29,25,6,8,4,17,banking,Finance
CCB - Teller - Part Time - Bronx East / West - Hire Ahead G6,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
CCB - Teller - Part Time - Bronx East / West - Hire Ahead G6,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
CCB - Teller - Part Time - Bronx East / West - Hire Ahead G6,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Digital-User Experience Research Lead,JP Morgan,22,19,20,26,24,9,29,33,data science,FinTech
Operations Manager - Dealer Commercial Services,JP Morgan,20,7,16,22,1,10,1,6,marketing,Finance
Business Operations Analyst II Manager,JP Morgan,19,6,17,12,10,8,1,11,banking,Finance
CCB - Private Client Banker - Rochester| NY (Charlotte),JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
Team Leader-3rd Shift-Card Services Customer Service,JP Morgan,20,8,20,26,3,23,3,5,marketing,Finance
CB - Finance & Business Management| Risk Reporting - Senior Associate,JP Morgan,31,17,25,17,13,3,2,19,banking,Finance
CB - Finance & Business Management| Risk Reporting - Senior Associate,JP Morgan,31,17,25,17,13,3,2,19,banking,Finance
CB - Finance & Business Management| Risk Reporting - Senior Associate,JP Morgan,31,17,25,17,13,3,2,19,banking,Finance
Team Leader-Card Services-Bilingual in English & Spanish Required,JP Morgan,20,8,20,26,3,23,3,5,marketing,Finance
Commercial Bank - Senior Administrative Assistant,JP Morgan,6,10,3,11,4,9,0,12,data science,FinTech
CCB - Private Client Banker - Wilton| CT (Georgetown Danbury Rd),JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
Relationship Banker - Ventura & Colbath - Sherman Oaks| CA,JP Morgan,40,18,36,38,2,23,3,14,banking,Finance
eTrading Python Software Engineer,JP Morgan,17,49,16,15,8,7,4,16,technology,FinTech
"”Chase Wealth Management""– Advisor Development Program - Jersey City| NJ - (Jersey City (Christopher Columbus Blvd.)| Newport Center| and Westfield Broad Street)",JP Morgan,14,19,14,12,0,7,3,6,technology,FinTech
"”Chase Wealth Management""– Advisor Development Program - Jersey City| NJ - (Jersey City (Christopher Columbus Blvd.)| Newport Center| and Westfield Broad Street)",JP Morgan,14,19,14,12,0,7,3,6,technology,FinTech
"”Chase Wealth Management""– Advisor Development Program - Jersey City| NJ - (Jersey City (Christopher Columbus Blvd.)| Newport Center| and Westfield Broad Street)",JP Morgan,14,19,14,12,0,7,3,6,technology,FinTech
Fund Services – Bank Loans Administration,JP Morgan,36,12,26,20,8,10,2,16,banking,Finance
Treasury Solutions Sales Associate - Commercial - Regional Sales Center - Dallas,JP Morgan,69,12,65,40,8,4,2,13,banking,Finance
CCB - Relationship Banker - River Edge - NJ Bergen East,JP Morgan,40,16,36,38,2,23,1,12,banking,Finance
Software Engineering,JP Morgan,7,23,7,5,14,11,11,21,technology,FinTech
CIB-Letter of Credit-Transaction Processing Specialist,JP Morgan,28,8,22,21,3,7,2,5,banking,Finance
Commercial Bank - Executive Administrative Assistant,JP Morgan,15,21,13,21,3,12,1,22,data science,FinTech
CIB – Digital Platform –Senior Product Manager –VP/ED,JP Morgan,29,23,34,40,2,6,8,15,marketing,Finance
Relationship Banker - US 41 & Bonita Beach - licenses preferred*,JP Morgan,40,16,36,38,2,23,1,12,banking,Finance
Business Banking - Business Development Manager- Pittsburgh| PA,JP Morgan,48,16,52,25,6,3,3,18,finance,Finance
Relationship Banker - Tampa Bay Northwest Market - FL,JP Morgan,40,16,36,38,2,23,1,12,banking,Finance
Relationship Banker - Tampa Bay Northwest Market - FL,JP Morgan,40,16,36,38,2,23,1,12,banking,Finance
Teller - (Part-Time) Alameda| Hayward| San Leandro| Oakland| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller - (Part-Time) Alameda| Hayward| San Leandro| Oakland| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller - (Part-Time) Alameda| Hayward| San Leandro| Oakland| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller - (Part-Time) Alameda| Hayward| San Leandro| Oakland| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller - (Part-Time) Alameda| Hayward| San Leandro| Oakland| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Concord| Martinez| Pleasant Hill| Walnut Creek| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Concord| Martinez| Pleasant Hill| Walnut Creek| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Concord| Martinez| Pleasant Hill| Walnut Creek| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Concord| Martinez| Pleasant Hill| Walnut Creek| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Concord| Martinez| Pleasant Hill| Walnut Creek| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Business Banking - Business Development Manager- Kansas City| KS,JP Morgan,48,16,52,25,6,3,3,18,finance,Finance
Chase Wealth Management Financial Advisor - Studio City| CA,JP Morgan,28,18,27,23,2,5,4,18,banking,Finance
Chase Wealth Management Financial Advisor - Encino| CA (Encino Main),JP Morgan,28,18,27,23,2,5,4,18,banking,Finance
Merchant Services| Strategist - Partnership Initiatives,JP Morgan,30,10,28,19,11,5,7,16,banking,Finance
Teller(Part Time - Bilingual English and Spanish Required) Kenosha| Wisc,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Indiana West Part Time Teller. Avon| East Avon| Brownsburg| Northfield and HW267| Stafford Pointe Indiana,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Indiana West Part Time Teller. Avon| East Avon| Brownsburg| Northfield and HW267| Stafford Pointe Indiana,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Indiana West Part Time Teller. Avon| East Avon| Brownsburg| Northfield and HW267| Stafford Pointe Indiana,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Commercial Bank - Client On-boarding| Implementation Specialist (Dallas| TX),JP Morgan,36,3,32,26,1,0,1,11,banking,Finance
Project Manager| VP - Chicago IL,JP Morgan,40,25,32,48,7,5,5,9,marketing,Finance
Audit - Consumer/Business Banking - Associate,JP Morgan,36,11,33,25,5,2,2,21,banking,Finance
Audit - Consumer/Business Banking - Associate,JP Morgan,36,11,33,25,5,2,2,21,banking,Finance
Audit - Consumer/Business Banking - Associate,JP Morgan,36,11,33,25,5,2,2,21,banking,Finance
CIB - Futures and Derivative Sales and Execution – Vice President,JP Morgan,26,5,32,30,1,0,2,7,finance,Finance
Corporate Responsibility| Global Philanthropy| Competition Program Associate,JP Morgan,15,17,13,13,1,3,3,6,technology,FinTech
J2EE Software Engineer,JP Morgan,22,55,21,15,13,7,8,23,technology,FinTech
Branch Manager Trainee - SF - Outer Mission/Sunset| West Portal & Surrounding,JP Morgan,51,21,48,37,1,31,2,12,banking,Finance
Relationship Banker - MI| Okemos - Okemos Branch,JP Morgan,40,16,36,38,2,23,1,12,banking,Finance
CCB - Relationship Manager III - Business Banking| Greenville| TX,JP Morgan,48,8,48,26,3,1,1,18,banking,Finance
Technology Operations - Lead,JP Morgan,38,23,33,21,6,7,4,16,banking,Finance
Associate| Project Manager/Product Owner Reference Data,JP Morgan,15,14,13,25,5,5,2,10,marketing,Finance
Associate| Project Manager/Product Owner Reference Data,JP Morgan,15,14,13,25,5,5,2,10,marketing,Finance
Firmwide Reference Data Strategy – Strategic Party & Account Reference Data Project Manager/Business Analyst - Associate,JP Morgan,20,14,12,9,16,4,0,20,banking,Finance
Vice President| Information Architect,JP Morgan,16,26,15,4,47,1,5,50,data science,FinTech
Associate| Project Manager - Global Entity Management,JP Morgan,32,23,25,47,4,10,1,13,marketing,Finance
Associate| Project Manager - Global Entity Management,JP Morgan,32,23,25,47,4,10,1,13,marketing,Finance
CCB - Private Client Banker - Lakewood Ranch & Sarasota| FL,JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
CCB - Relationship Banker - Lakewood Ranch & Sarasota| FL,JP Morgan,40,16,36,38,2,23,1,12,banking,Finance
Treasury & CIO - Capital Management Controls - Control Manager| Vice President,JP Morgan,40,34,32,32,8,10,2,16,banking,Finance
J2EE Software Engineer,JP Morgan,21,51,20,16,13,7,9,22,technology,FinTech
Consumer & Community Banking Compliance Associate - Data Analytics – Testing,JP Morgan,40,16,38,31,9,4,2,15,banking,Finance
Consumer & Community Banking Compliance Associate - Data Analytics – Testing,JP Morgan,40,16,38,31,9,4,2,15,banking,Finance
Java Fullstack Software Engineer,JP Morgan,20,57,20,16,18,7,10,25,technology,FinTech
Teller (Part-Time) Richmond| El Cerrito| Berkeley| Emeryville| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Richmond| El Cerrito| Berkeley| Emeryville| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Richmond| El Cerrito| Berkeley| Emeryville| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Richmond| El Cerrito| Berkeley| Emeryville| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Richmond| El Cerrito| Berkeley| Emeryville| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Dublin| Danville| San Ramon| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Dublin| Danville| San Ramon| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Dublin| Danville| San Ramon| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller (Part-Time) Dublin| Danville| San Ramon| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Commercial Bank – Business Analysis & Reporting Manager- Vice President,JP Morgan,29,20,26,15,18,2,1,22,banking,Finance
Quality Assurance Analyst- Strategic Internship Program,JP Morgan,7,28,4,11,9,4,11,21,technology,FinTech
Graphic Design-Strategic Internship Program,JP Morgan,1,9,3,10,3,4,3,9,marketing,Finance
Front-End Development| Strategic Internship Program,JP Morgan,5,41,8,15,3,4,9,16,technology,FinTech
Executive Director – Change Management| Software Engineering,JP Morgan,22,64,20,21,14,12,11,22,technology,FinTech
Credit Card Collections Unit Manager - Tampa FL,JP Morgan,16,7,15,17,5,17,3,5,marketing,Finance
CIB - Data Key Entry Specialist/2nd Shift,JP Morgan,30,13,24,20,13,6,1,16,banking,Finance
Home Lending Lead Generation Specialist - Consumer Direct - Columbus| OH,JP Morgan,63,19,56,41,5,18,6,15,banking,Finance
JPMorgan Chase & Co. Equipment Finance – Associate Product Specialist - Chicago| IL or Columbus| OH,JP Morgan,28,3,26,17,2,4,1,6,banking,Finance
JPMorgan Chase & Co. Equipment Finance – Associate Product Specialist - Chicago| IL or Columbus| OH,JP Morgan,28,3,26,17,2,4,1,6,banking,Finance
Business Relationship Mgr I - Business Banking - Farmington Hills MI,JP Morgan,60,10,58,22,1,2,0,21,banking,Finance
CCB –Customer Service Specialist I – SpringfieldMo Job Fair March 6th| 2019,JP Morgan,30,14,29,32,6,31,5,13,marketing,Finance
Project Execution - Merchant Services,JP Morgan,36,28,32,29,4,7,3,10,banking,Finance
Executive Director - Process Control ( ITIL),JP Morgan,21,52,17,14,10,8,8,17,technology,FinTech
Strategic Business Analyst II - Fraud Risk - Columbus| OH,JP Morgan,9,6,7,8,5,5,0,5,banking,Finance
Corporate Finance – External Reporting Production - Change Management – Analyst,JP Morgan,18,18,13,23,4,1,1,13,marketing,Finance
Relationship Banker - Space Coast Market- Melbourne| FL,JP Morgan,40,16,36,38,2,23,1,12,banking,Finance
Strategic Business Analyst II – Fraud Risk Operations Optimization - Columbus| OH or Wilmington| DE,JP Morgan,8,4,6,5,4,4,0,4,banking,Finance
Strategic Business Analyst II – Fraud Risk Operations Optimization - Columbus| OH or Wilmington| DE,JP Morgan,8,4,6,5,4,4,0,4,banking,Finance
Global Wealth Management - Hedge Fund Group - Macro & Relative Value Strategies - Assoc/VP - New York,JP Morgan,7,3,9,7,4,1,4,6,finance,Finance
Technology Project Manager / Project Execution,JP Morgan,13,37,13,29,3,8,6,5,technology,FinTech
Architect - Information Architecture,JP Morgan,17,51,17,18,44,9,4,50,technology,FinTech
Teller-Part Time-Elkhart| Indiana-Greenleaf,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller-Part Time-Jeffersonville| Indiana-Springdale,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Operations Voice and Text Analyst-Columbus| OH,JP Morgan,22,29,13,6,8,3,1,20,technology,FinTech
Private Client Banker - Douglas & Auburn Folsom - Granite Bay| CA,JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
Legal - Assistant General Counsel - Corporate and Investment Bank| Custody & Fund Services - VP,JP Morgan,35,7,32,21,0,8,0,2,banking,Finance
Senior Digital Product Manager – CIB – Markets Execution - Associate/Vice President,JP Morgan,32,23,39,40,5,5,8,16,marketing,Finance
Teller - Part-time - Soscol Ave - Napa| CA - Napa/Fairfield Market,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Software Engineer,JP Morgan,6,14,7,8,3,3,2,8,technology,FinTech
Chase Consumer Banking (Market Expansion) Greater Philadelphia - Home Lending Associate - Philadelphia| PA,JP Morgan,20,10,18,24,2,10,1,7,marketing,Finance
Wealth Management| JPMS AML/KYC Onboarding| Associate,JP Morgan,21,4,21,23,3,5,3,10,marketing,Finance
Relationship Banker - Estero| Florida - licenses preferred,JP Morgan,40,16,36,38,2,23,1,12,banking,Finance
CCB - Private Client Banker - West Boca Raton| Florida - Licenses Preferred,JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
CCB - Private Client Banker - West Boca Raton| Florida - Licenses Preferred,JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
CCB - Private Client Banker - West Boca Raton| Florida - Licenses Preferred,JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
CCB - Private Client Banker - West Boca Raton| Florida - Licenses Preferred,JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
CCB - Private Client Banker- NE Broward County - Licenses Preferred,JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
CCB - Private Client Banker- NE Broward County - Licenses Preferred,JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
CCB - Private Client Banker- East Boca Raton| FL - Licenses Preferred,JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
CCB - Private Client Banker- East Boca Raton| FL - Licenses Preferred,JP Morgan,43,9,39,25,2,11,2,14,banking,Finance
Teller-Part Time Teller Preston Louisville KY,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Java/J2EE Software Engineer - Spring Boot,JP Morgan,22,62,22,13,25,5,14,32,technology,FinTech
Teller(Part Time) Delafield| WI,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller - Part-Time - Seaside| Pacific Grove and Surrounding Areas CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller - Part-Time - Seaside| Pacific Grove and Surrounding Areas CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller - Part-Time - Seaside| Pacific Grove and Surrounding Areas CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller - Part-Time - Seaside| Pacific Grove and Surrounding Areas CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller - Part-Time - Seaside| Pacific Grove and Surrounding Areas CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller - Part-time - Salinas and Surrounding Areas| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller - Part-time - Salinas and Surrounding Areas| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Teller - Part-time - Salinas and Surrounding Areas| CA,JP Morgan,31,14,30,30,0,24,0,7,banking,Finance
Payment Fraud Prevention – Technology Program Manager,JP Morgan,18,70,17,33,13,12,9,27,technology,FinTech
Payment Fraud Prevention – Technology Program Manager,JP Morgan,18,70,17,33,13,12,9,27,technology,FinTech
Branch Manager Trainee - Fresno| CA,JP Morgan,45,16,42,34,1,28,2,10,banking,Finance
Wealth Management - Private Bank - Client Advisor - Vice President - Birmingham| MI,JP Morgan,50,5,51,25,2,4,2,14,finance,Finance
CCB Specialist I - Chase Customer Service Specialist Interview Day 3.7.2019 - Elgin| IL,JP Morgan,31,14,29,29,7,29,5,13,banking,Finance
Corporate Treasury – Intraday Liquidity Management - Associate,JP Morgan,35,12,32,23,2,9,0,4,banking,Finance
Firm-wide Finance & Business Architecture – MIS Data Project Manager - Vice President,JP Morgan,51,25,48,37,27,14,6,34,banking,Finance
Consumer and Community Bank Sr. HR Business Partner - Chase Home Lending,JP Morgan,32,13,28,25,6,7,3,7,banking,Finance
Software Engineer - Database,JP Morgan,11,42,11,13,12,6,4,22,technology,FinTech
Business Banking - Business Relationship Manager III,JP Morgan,63,9,62,30,3,3,1,25,banking,Finance
Business Banking - Business Relationship Manager III,JP Morgan,63,9,62,30,3,3,1,25,banking,Finance
Applications Support - 602,JP Morgan,22,70,19,31,19,18,11,27,technology,FinTech
Applications Support - 602,JP Morgan,22,70,19,31,19,18,11,27,technology,FinTech
Relationship Banker - Tallahassee Area - Tallahassee| FL,JP Morgan,40,16,36,38,2,23,1,12,banking,Finance
CIB – Service Designer - Executive Director,JP Morgan,29,17,29,26,2,6,5,11,banking,Finance
Salesforce Test Lead - Catalyst,JP Morgan,16,34,14,13,10,5,3,14,technology,FinTech
